entry_time,exit_time,entry_price,exit_price,return,year
2021-05-02 11:00:00,2021-05-05 15:15:00,98.14264926,100.3794694,0.02279151986282957,2021
2021-05-05 15:45:00,2021-05-06 10:00:00,99.86399433,99.90254859,0.0003860676739265568,2021
2021-05-06 10:15:00,2021-05-06 10:45:00,99.93919402,99.93193501,-7.263426597722837e-05,2021
2021-05-06 11:15:00,2021-05-06 12:00:00,99.97302221,99.93047483,-0.0004255886144026777,2021
2021-05-06 12:45:00,2021-05-06 14:00:00,99.86764689,99.93501086,0.0006745324646950073,2021
2021-05-06 14:45:00,2021-05-06 15:15:00,99.95579178,100.0898209,0.00134088398094032,2021
2021-05-07 14:00:00,2021-05-08 10:15:00,100.2074036,100.1071818,-0.0010001436660314778,2021
2021-05-08 10:30:00,2021-05-08 12:00:00,100.1352891,99.93810099,-0.001969216964092223,2021
2021-05-08 12:45:00,2021-05-08 15:45:00,99.9280504,100.059266,0.001313100770752055,2021
2021-05-09 09:45:00,2021-05-09 10:45:00,99.98267797,99.93171342,-0.0005097337962411383,2021
2021-05-09 11:00:00,2021-05-09 11:30:00,99.93702819,99.92119019,-0.0001584797975970536,2021
2021-05-09 11:45:00,2021-05-09 12:45:00,99.95877792,99.91645017,-0.00042345205574516423,2021
2021-05-09 13:15:00,2021-05-09 15:15:00,99.92362993,99.83380276,-0.0008989582350334319,2021
2021-05-09 15:30:00,2021-05-10 10:30:00,99.84817783,99.72344806,-0.001249194253823689,2021
2021-05-10 11:45:00,2021-05-10 12:15:00,99.70384599,99.67606444,-0.00027864070562319803,2021
2021-05-10 12:30:00,2021-05-10 13:45:00,99.68722374,99.66402324,-0.00023273293336463925,2021
2021-05-10 14:15:00,2021-05-10 15:45:00,99.66027991,99.63410365,-0.0002626548914335648,2021
2021-05-11 09:30:00,2021-05-11 10:15:00,99.74917294,99.84227804,0.0009333922002140913,2021
2021-05-11 11:15:00,2021-05-11 12:00:00,99.80619713,99.78791437,-0.0001831826131617012,2021
2021-05-11 12:45:00,2021-05-11 13:30:00,99.76106847,99.80599879,0.0004503792981479277,2021
2021-05-11 13:45:00,2021-05-12 12:30:00,99.82966013,99.74350575,-0.0008630138566815175,2021
2021-05-12 12:45:00,2021-05-12 15:15:00,99.75438289,99.81803617,0.0006381000829826989,2021
2021-05-12 15:45:00,2021-05-13 10:00:00,99.80365991,99.82126525,0.00017639974341500993,2021
2021-05-13 10:15:00,2021-05-13 11:15:00,99.86119118,99.74113819,-0.0012021986577709567,2021
2021-05-13 11:30:00,2021-05-13 12:00:00,99.80485649,99.740679,-0.0006430297307870597,2021
2021-05-13 12:15:00,2021-05-13 13:30:00,99.77520517,99.64262961,-0.0013287425445442104,2021
2021-05-13 13:45:00,2021-05-13 14:30:00,99.67180491,99.65603433,-0.00015822508696666028,2021
2021-05-13 14:45:00,2021-05-14 09:45:00,99.6812466,99.61804437,-0.000634043334686662,2021
2021-05-14 10:00:00,2021-05-14 11:30:00,99.64029868,99.48195685,-0.0015891344375484132,2021
2021-05-14 11:45:00,2021-05-14 14:15:00,99.48674321,99.22726195,-0.0026081993603135575,2021
2021-05-14 15:15:00,2021-05-15 11:00:00,99.18342976,99.27184775,0.0008914592912743675,2021
2021-05-15 11:30:00,2021-05-15 14:45:00,99.23962384,99.51806148,0.0028057103526401986,2021
2021-05-15 15:00:00,2021-05-15 15:45:00,99.42819843,98.98672846,-0.004440088194002692,2021
2021-05-16 09:30:00,2021-05-16 11:30:00,99.00840198,98.99421931,-0.00014324713576188892,2021
2021-05-16 12:30:00,2021-05-16 14:00:00,98.94594299,98.94518443,-7.6664083143365e-06,2021
2021-05-16 15:30:00,2021-05-17 10:00:00,98.75044958,98.78678929,0.0003679953879153482,2021
2021-05-17 10:15:00,2021-05-17 11:30:00,98.83786737,98.11595008,-0.007304055714774709,2021
2021-06-03 15:45:00,2021-06-04 10:45:00,98.58885049,98.46936307,-0.0012119770076041048,2021
2021-06-04 11:15:00,2021-06-04 13:15:00,98.50025856,98.5876021,0.0008867341190458699,2021
2021-06-04 13:45:00,2021-06-04 14:30:00,98.60943352,98.67422782,0.0006570801361196445,2021
2021-06-04 15:00:00,2021-06-05 09:30:00,98.50743735,98.52924067,0.00022133679026205437,2021
2021-06-05 11:15:00,2021-06-05 11:45:00,98.49769408,98.47937504,-0.00018598445548511882,2021
2021-06-05 12:30:00,2021-06-05 13:45:00,98.51769731,98.49517875,-0.00022857375491787006,2021
2021-06-05 14:00:00,2021-06-05 15:00:00,98.53182171,98.60076098,0.0006996650300742859,2021
2021-06-06 09:45:00,2021-06-06 12:00:00,98.38868535,98.47541025,0.0008814519646388689,2021
2021-06-06 13:00:00,2021-06-06 14:30:00,98.44548885,98.24990316,-0.0019867410105303316,2021
2021-06-06 15:15:00,2021-06-07 09:30:00,98.21706073,98.09549398,-0.0012377355736004777,2021
2021-06-07 10:00:00,2021-06-07 10:30:00,98.12020072,98.10458997,-0.00015909822733180956,2021
2021-06-07 10:45:00,2021-06-07 11:15:00,98.14676589,98.14223544,-4.6159951975207095e-05,2021
2021-06-07 11:45:00,2021-06-07 13:15:00,98.19764007,98.07665899,-0.0012320161657018024,2021
2021-06-07 13:30:00,2021-06-07 15:00:00,98.08238017,98.25583727,0.0017684837959617734,2021
2021-06-07 15:30:00,2021-06-08 09:45:00,98.23696271,98.19654568,-0.00041142385600126223,2021
2021-06-08 10:00:00,2021-06-08 11:30:00,98.20475819,98.07329714,-0.0013386423674672748,2021
2021-06-08 12:00:00,2021-06-08 13:30:00,98.04184311,98.09011258,0.0004923353995480995,2021
2021-06-08 14:00:00,2021-06-08 14:30:00,98.06309996,98.05561647,-7.631300665643858e-05,2021
2021-06-08 14:45:00,2021-06-08 15:30:00,98.0664471,98.0601706,-6.400252263241689e-05,2021
2021-06-08 15:45:00,2021-06-09 09:30:00,98.11746361,98.14114669,0.0002413747678408608,2021
2021-06-09 10:00:00,2021-06-10 13:45:00,98.05593577,98.62847338,0.005838887829727533,2021
2021-06-10 14:00:00,2021-06-10 14:30:00,98.67279371,98.66054676,-0.00012411678578783068,2021
2021-06-10 15:15:00,2021-06-10 15:45:00,98.60592906,98.69301781,0.0008831999336167159,2021
2021-06-11 09:45:00,2021-06-11 11:15:00,98.67142339,98.73147044,0.0006085556277287866,2021
