timestamp,open,high,low,close
03-01-2021 09:30,99.97758232,100.0190164,99.95170395,99.98165617
03-01-2021 09:45,100.0329179,100.0912858,99.95538403,100.0245709
03-01-2021 10:00,100.0476901,100.1239883,99.93680029,100.0256582
03-01-2021 10:15,100.0269236,100.1149065,99.97588952,100.0088804
03-01-2021 10:30,100.0395664,100.0943278,99.98056124,100.0340376
03-01-2021 10:45,100.0357463,100.1205406,100.0027996,100.0255673
03-01-2021 11:00,100.0599003,100.1148846,99.98423668,100.0829909
03-01-2021 11:15,100.0427106,100.118824,99.9941336,100.0328205
03-01-2021 11:30,99.99914753,100.0580993,99.94427822,100.0070078
03-01-2021 11:45,99.97749928,100.0266025,99.90519669,99.96604889
03-01-2021 12:00,99.92140829,100.0191654,99.8856974,99.93126998
03-01-2021 12:15,99.97836506,100.0556682,99.93812282,99.99789913
03-01-2021 12:30,99.97424125,100.0000826,99.89886301,99.97423586
03-01-2021 12:45,99.94745593,99.97678829,99.91872026,99.94658339
03-01-2021 13:00,99.93063519,100.0153053,99.87615666,99.93993697
03-01-2021 13:15,99.92476235,99.98012286,99.84683249,99.9236888
03-01-2021 13:30,99.89893851,99.99574825,99.83148182,99.92209789
03-01-2021 13:45,99.89834777,99.97749085,99.82932212,99.90639574
03-01-2021 14:00,99.92577816,99.99088813,99.8674867,99.90863799
03-01-2021 14:15,99.84883577,99.8872427,99.76695153,99.85478664
03-01-2021 14:30,99.88056116,99.92030028,99.79216143,99.87236916
03-01-2021 14:45,99.93790701,100.0257231,99.85822848,99.93910006
03-01-2021 15:00,99.9184475,99.94161146,99.85045162,99.91522755
03-01-2021 15:15,99.89897721,99.95981722,99.80531963,99.88706754
03-01-2021 15:30,99.8383391,99.87235665,99.74300715,99.8261896
03-01-2021 15:45,99.82302249,99.89152224,99.73561617,99.8022123
04-01-2021 09:30,99.82746509,99.91104565,99.79693276,99.81916224
04-01-2021 09:45,99.8058212,99.84597992,99.73939149,99.78591432
04-01-2021 10:00,99.71369061,99.75691126,99.67095303,99.73467973
04-01-2021 10:15,99.78026977,99.82152788,99.74616042,99.78397918
04-01-2021 10:30,99.74229386,99.82113446,99.69856523,99.72652282
04-01-2021 10:45,99.7547343,99.77503099,99.69461972,99.73359647
04-01-2021 11:00,99.71782645,99.76103496,99.61641891,99.70065748
04-01-2021 11:15,99.69001781,99.72649559,99.63828684,99.69810948
04-01-2021 11:30,99.68722698,99.7960236,99.64475897,99.71200582
04-01-2021 11:45,99.6534354,99.73532751,99.58653784,99.66523385
04-01-2021 12:00,99.66579809,99.68794474,99.6306393,99.66609914
04-01-2021 12:15,99.63051983,99.65834816,99.59001344,99.62543433
04-01-2021 12:30,99.60413689,99.6670046,99.53465515,99.61037762
04-01-2021 12:45,99.64204935,99.70981408,99.56983234,99.65074117
04-01-2021 13:00,99.65405483,99.75314916,99.62020812,99.67756717
04-01-2021 13:15,99.71706009,99.75470281,99.62020529,99.69285521
04-01-2021 13:30,99.65983308,99.69526617,99.57196937,99.64936562
04-01-2021 13:45,99.64595371,99.68665766,99.56168238,99.63163719
04-01-2021 14:00,99.63379207,99.68921648,99.57694703,99.65403357
04-01-2021 14:15,99.65629481,99.72207601,99.62342022,99.67188092
04-01-2021 14:30,99.6402537,99.7029505,99.57989656,99.66308529
04-01-2021 14:45,99.69602027,99.77574679,99.62869481,99.6738177
04-01-2021 15:00,99.57088197,99.66071621,99.48197965,99.58014288
04-01-2021 15:15,99.53213983,99.5898361,99.49877718,99.52910294
04-01-2021 15:30,99.50340484,99.53652448,99.41244629,99.4974774
04-01-2021 15:45,99.50944371,99.53065095,99.44237923,99.50288786
05-01-2021 09:30,99.53062955,99.56961234,99.43841355,99.50707213
05-01-2021 09:45,99.47339564,99.54627085,99.42609334,99.49681569
05-01-2021 10:00,99.43771292,99.52735945,99.36668442,99.46076767
05-01-2021 10:15,99.40443849,99.47415791,99.35602853,99.38293784
05-01-2021 10:30,99.30881491,99.36616815,99.22354282,99.30907575
05-01-2021 10:45,99.29621287,99.32301891,99.22824747,99.2951836
05-01-2021 11:00,99.2755287,99.3463763,99.2333613,99.27913733
05-01-2021 11:15,99.18515852,99.25539037,99.12439963,99.20738122
05-01-2021 11:30,99.24139016,99.2702568,99.17770919,99.23876135
05-01-2021 11:45,99.21099611,99.26836045,99.15173728,99.23295579
05-01-2021 12:00,99.20474215,99.29162519,99.17888205,99.20356749
05-01-2021 12:15,99.25583823,99.30047138,99.19726228,99.24363437
05-01-2021 12:30,99.2960872,99.33969659,99.2284462,99.27384233
05-01-2021 12:45,99.25829082,99.30237016,99.22272386,99.24556582
